"What 2D artifact is demonstrated on the image?<br><br><b>A:</b> edge shadowing/defocusing<br><b>B:</b> edge enhancement<br><b>C:</b> side lobes<br><b>D:</b> mirror image<br><br><img src=""q1.png"" alt=""Question 1 image"">"	<b>Answer:</b> A. edge shadowing/defocusing<br><br><b>Feedback:</b><br>Caused by a reduction of reflection echoes by diffraction of the sound waves that touch the margin of a round boundary.<br>Commonly seen in transverse views of blood vessels.
What is the Framingham risk score?<br><br><b>A:</b> criteria used to determine appropriate use of physiologic testing<br><b>B:</b> gender specific criteria for estimation of 10 year risk of cardiovascular disease<br><b>C:</b> criteria used to determine appropriate use of vascular ultrasound<br><b>D:</b> gender specific criteria for estimation of 10 year risk of pulmonary embolism	<b>Answer:</b> B. gender specific criteria for estimation of 10 year risk of cardiovascular disease<br><br><b>Feedback:</b><br>Framingham risk score - gender specific criteria for estimation of 10 year risk of cardiovascular disease. Low scores indicate<br>screening exams are unnecessary . High scores may be appropriate for screening in some cases.
"Which of the following is the most likely explanation for findings displayed on the image?<br><br><b>A:</b> The superficial vessel is a mirror image artifact caused by the apex of the lung<br><b>B:</b> The subclavian artery is duplicated and both vessels demonstrate normal flow<br><b>C:</b> The deeper vessel is a mirror image artifact caused by the apex of the lung<br><b>D:</b> The normal subclavian artery is displayed with significant reflux demonstrated in the subclavian vein<br><br><img src=""q3.png"" alt=""Question 3 image"">"	<b>Answer:</b> C. The deeper vessel is a mirror image artifact caused by the apex of the lung<br><br><b>Feedback:</b><br>The deeper vessel is a mirror image artifact caused by the apex of the lung. The lung apex is located immediately posterior to<br>the subclavian artery and acts as a highly reflective acoustic interface that causes the mirror image artifact. Mirror image<br>artifacts cause the incorrect display of a duplicate structure deep to the actual structure. The subclavian artery could possibly be<br>duplicated but it is very rare.
"Which of the following statements best describes the reason why there is an absence of color flow in the vessel on the image?<br><br><b>A:</b> The color Doppler gain is set too low to detect the slower flow at the curve in the vessel.<br><b>B:</b> There is an occlusion present. Flow is demonstrated proximal to the lesion with collateral flow filling the distal portion of the vessel.<br><b>C:</b> The ultrasound beam is perpendicular to the motion of the blood so no flow is detected.<br><b>D:</b> The ultrasound beam is parallel to the motion of the blood so no flow is detected.<br><br><img src=""q4.png"" alt=""Question 4 image"">"	<b>Answer:</b> C. The ultrasound beam is perpendicular to the motion of the blood so no flow is detected.<br><br><b>Feedback:</b><br>2D imaging relies in perpendicular incidence of the beam for the best image. Doppler evaluation detects blood moving parallel<br>to the axis of the beam. If flow is moving perpendicular to the beam (90 degrees), no flow will be detected.
The brightness of the reflection on the Doppler tracing represents __________________.<br><br><b>A:</b> the number of red blood cells moving at each velocity displayed<br><b>B:</b> the time duration of the reflection<br><b>C:</b> the spatial pulse length of the reflection<br><b>D:</b> the frequency of the reflection	<b>Answer:</b> A. the number of red blood cells moving at each velocity displayed<br><br><b>Feedback:</b><br>The brightness of the reflection on the Doppler tracing represents the number of red blood cells moving at each velocity<br>displayed. It is directly related to the signal strength.
Which of the following is a disadvantage of magnetic resonance angiography compared to Doppler evaluation of the carotid arteries?<br><br><b>A:</b> Contrast is always required for patients with a history of renal disease.<br><b>B:</b> MRA of the carotid arteries can only be performed on patients who are not diabetic.<br><b>C:</b> Patients on anticoagulant therapy cannot undergo an MRA evaluation.<br><b>D:</b> MRA exams tend to overestimate the level of stenosis present.	<b>Answer:</b> D. MRA exams tend to overestimate the level of stenosis present.<br><br><b>Feedback:</b><br>MRA exams tend to overestimate the level of stenosis present when compared to Doppler findings. Contrast may be used on<br>the exam but is not always required. Certain patients are at a higher risk of renal failure from the contrast.
If a renal artery Doppler exam demonstrates normal flow and normal flow is identified on angiography evaluation, the US results are described as:<br><br><b>A:</b> false positive<br><b>B:</b> true negative<br><b>C:</b> false negative<br><b>D:</b> true positive	<b>Answer:</b> B. true negative<br><br><b>Feedback:</b><br>If the current exam is negative but the gold standard is positive = false negative results on current exam<br>If the current exam is positive but the gold standard is negative= false positive results on current exam<br>If the current exam is negative and the gold standard is negative = true negative results on current exam<br>If the current exam is positive and the gold standard is positive = true positive results on current exam
Abdominal Doppler exams are usually best performed with a frequency of _________MHz and Lower Extremity Arterial Duplex exams are usually best performed with a frequency of _____MHz.<br><br><b>A:</b> 2-4MHz, 5-7MHz<br><b>B:</b> 5-7MHz, 8-10MHz<br><b>C:</b> 1-3MHz, 5-7MHz<br><b>D:</b> 2-4MHz, 8-10MHz	<b>Answer:</b> A. 2-4MHz, 5-7MHz<br><br><b>Feedback:</b><br>Abdominal Doppler exams are usually best performed with a frequency of 2-4MHz and Lower Extremity Arterial Duplex exams<br>are usually best performed with a frequency of 5-7MHz.
"According to the Appropriate Use Criteria, which of the following is an inappropriate indication for an aortic duplex exam?<br><br><b>A:</b> 1 month follow up after endograft placement<br><b>B:</b> Lower extremity claudication<br><b>C:</b> Pulsatile abdominal mass<br><b>D:</b> Fever of unknown origin<br><br><img src=""q9.jpg"" alt=""Question 9 image"">"	<b>Answer:</b> D. Fever of unknown origin<br><br><b>Feedback:</b><br>Isolated findings of a fever of unknown origin is not an appropriate indication for any vascular ultrasound exam. It is a non-<br>specific symptom that has rarely been associated with vascular disease. Unilateral lower extremity symptoms can be caused by<br>iliac artery disease and bilateral symptoms can be related to aortic disease. A pulsatile abdominal mass is a clinical indication of<br>AAA. If endograft placement is performed to treat an AAA, the baseline exam should be performed within 1 month of the<br>procedure.
If new research shows that the minimum velocity criteria used to diagnose &gt;60% renal artery stenosis is actually 225cm/s, not 180cm/s, how will this affect the negative predictive value of the exam?<br><br><b>A:</b> no effect on the negative predictive value, only affects accuracy<br><b>B:</b> increase by 4.5%<br><b>C:</b> decrease by 4.5%<br><b>D:</b> decrease will vary with patient population	<b>Answer:</b> D. decrease will vary with patient population<br><br><b>Feedback:</b><br>Negative predictive value refers to the ability of an exam to correctly predict the absence of disease. Raising the peak velocity<br>required to identify a significant renal stenosis will decrease the negative predictive value. This occurs due to the increased<br>amount of patients that have a lower velocity but truly demonstrate &gt;60% stenosis in the renal artery.<br>The positive predictive value will increase for the renal Doppler exam because more patients will actually have significant<br>stenosis when their exam produces velocities above 225cm/s.
Which of the following explains why a patient can receive an US diagnosis of 70% ICA stenosis, but an angiography diagnosis of 50% ICA stenosis?<br><br><b>A:</b> There was most likely a difference in the patient&#x27;s cardiac output on the dates the two exams were performed.<br><b>B:</b> Angiography calculates the area stenosis and the US exam offers the diameter stenosis.<br><b>C:</b> Angiography only evaluates the longitudinal axis of vessel which can lead to over- or under-estimation of the stenosis.<br><b>D:</b> The patient has severe hyperlipidemia with acute disease progression between the two exams.	<b>Answer:</b> C. Angiography only evaluates the longitudinal axis of vessel which can lead to over- or under-estimation of the stenosis.<br><br><b>Feedback:</b><br>Angiography only evaluates the longitudinal axis of vessel, which can lead to over- or under-estimation of the stenosis. Only the<br>diameter stenosis can be estimated with this method. If the vessel is curved or tortuous, it can make estimation of stenosis<br>difficult on a longitudinal 2-dimensional angio image.
"Which of the following indicates the proper order for putting on personal protective equipment?<br><br><b>A:</b> goggles, gown, mask, gloves<br><b>B:</b> gloves, gown, mask, goggles<br><b>C:</b> gown, mask, goggles, gloves<br><b>D:</b> mask, goggles, gloves, gown<br><br><img src=""q12.jpg"" alt=""Question 12 image"">"	<b>Answer:</b> C. gown, mask, goggles, gloves<br><br><b>Feedback:</b><br>Before putting on PPE, always wash your hands first. When putting on PPE, the CDC recommends putting the gown on first,<br>then the mask, followed by goggles and finish with the gloves.
"What is indicated by the red arrows on this subcostal image?<br><br><b>A:</b> Abdominal Aorta<br><b>B:</b> Portal Vein<br><b>C:</b> IVC<br><b>D:</b> Mirror image artifact<br><br><img src=""q13.jpg"" alt=""Question 13 image"">"	<b>Answer:</b> D. Mirror image artifact<br><br><b>Feedback:</b><br>The connective tissue is very reflective which causes a mirror image of the heart, IVC and liver tissue.
Hyperostosis is a limitation of which exam?<br><br><b>A:</b> transcranial Doppler exam<br><b>B:</b> renal artery Doppler exam<br><b>C:</b> lower extremity venous Doppler exam<br><b>D:</b> lower extremity arterial Doppler exam	<b>Answer:</b> A. transcranial Doppler exam<br><br><b>Feedback:</b><br>Hyperostosis refers to the thickening of bones that is most commonly seen in women and older patients. The thicker bones<br>limit sound penetration during a transcranial duplex exam.
If new research shows that the minimum velocity criteria used to diagnose &gt;60% renal artery stenosis is actually 225cm/s, not 180cm/s, how will this affect the accuracy of the renal Doppler exam?<br><br><b>A:</b> increase by 4.5%<br><b>B:</b> increase will vary with patient population<br><b>C:</b> decrease will vary with patient population<br><b>D:</b> no effect on the accuracy, only affects positive and negative predictive value	<b>Answer:</b> B. increase will vary with patient population<br><br><b>Feedback:</b><br>Negative predictive value refers to the ability of an exam to correctly predict the absence of disease. Raising the peak velocity<br>required to identify a significant renal stenosis will decrease the negative predictive value. This occurs due to the increased<br>amount of patients that have a lower velocity but truly demonstrate &gt;60% stenosis in the renal artery.<br>The positive predictive value will increase for the renal Doppler exam because more patients will actually have significant<br>stenosis when their exam produces velocities above 225cm/s.<br>Accuracy will increase because of the increase in truly positive exams compared to the total number of exams. The more people<br>correctly diagnosed as positive, the greater the accuracy of an exam.
When considering the effectiveness of the carotid Doppler exam at your lab, the negative predictive value is 88%, the positive predictive value is 95%, the sensitivity is 85% and the specificity is 90%. Using those parameters, which of the following could be the value for the accuracy of the testing technique?<br><br><b>A:</b> 89%<br><b>B:</b> 92%<br><b>C:</b> 96%<br><b>D:</b> 84%	<b>Answer:</b> A. 89%<br><br><b>Feedback:</b><br>The accuracy of a technique falls between the NPV and PPV AND between the sensitivity and specificity. 89% is higher than<br>88%NPV and lower than 95%PPV; 89% is also higher than 85% sensitivity and lower than 90% specificity.
How do you adjust your technique to reduce or eliminate cross talk on a Doppler tracing?<br><br><b>A:</b> Use the same approach and incident angle but use a CW non-imaging probe<br><b>B:</b> Increase the PRF<br><b>C:</b> Turn down the Doppler gain<br><b>D:</b> Use a smaller sample size	<b>Answer:</b> C. Turn down the Doppler gain<br><br><b>Feedback:</b><br>The mirror image artifact on Doppler is caused by sampling close to a very reflective structure (bone) and by using a Doppler<br>angle near 90 degrees. If you use the same approach but switch to CW, the same issue will occur. To fix the issue, try a new<br>window that offers more space between the reflective structure and the artery, turn down the Doppler gain, or try a new<br>window where the vessel course is less perpendicular to the probe.
Which of the following correctly describes the specificity of a testing technique?<br><br><b>A:</b> If f the test result is negative specificity is the probability that the patient does not have disease<br><b>B:</b> The ability of a test to detect disease when it IS present.<br><b>C:</b> The ability of a test to rule out disease when it IS NOT present.<br><b>D:</b> If the test result is positive, specificity is the probability that the patient actually has the disease	<b>Answer:</b> C. The ability of a test to rule out disease when it IS NOT present.<br><br><b>Feedback:</b><br>Specificity - The ability of a test to rule out disease when it IS NOT present. The number of truly negative tests performed in the<br>current modality is compared to the negative tests diagnosed by the gold standard test
"Which type of image resolution makes it possible to differentiate the intimal media thickness from the outer arterial wall?<br><br><b>A:</b> lateral<br><b>B:</b> temporal<br><b>C:</b> axial<br><b>D:</b> elevational<br><br><img src=""q19.jpg"" alt=""Question 19 image"">"	<b>Answer:</b> C. axial<br><br><b>Feedback:</b><br>Axial resolution refers to the machine&#x27;s ability to resolve structures that are parallel to the ultrasound beam. Measuring the<br>anterior-posterior thickness of a structure, such as the wall thickness of an artery or the thickness of the gallbladder wall, relies<br>on the axial resolution of the system.
"______________________________ is defined as the time from onset of systole to the time peak systole occurs.<br><br><b>A:</b> acceleration time<br><b>B:</b> velocity time interval<br><b>C:</b> spatial pulse length<br><b>D:</b> resistive index<br><br><img src=""q20.jpg"" alt=""Question 20 image"">"	<b>Answer:</b> A. acceleration time<br><br><b>Feedback:</b><br>Acceleration time is defined as the time from onset of systole to the time peak systole occurs. It decreases as resistance<br>increases. Increased resistance causes a short time between the onset of systole and peak systole.
"When removing a protective gown:<br><br><b>A:</b> untie the strings, roll the gown upward from the bottom edge to turn it inside out, pull it from the shoulders and off the arms, remove your gloves, wash your hands<br><b>B:</b> untie the strings, pull the gown forward from the shoulders using the neck strings to turn it inside out as it is removed, remove your gloves, wash your hands<br><b>C:</b> remove your gloves, untie the strings, pull the gown forward from the shoulders using the neck strings, grab the inside shoulder seams to pull it off the arms and turn it inside out as it is removed, wash your hands<br><b>D:</b> remove your gloves, untie the strings, pull the gown forward from the center of the front of the gown to remove it with the exposed side out, roll it into a ball, wash your hands<br><br><img src=""q21.jpg"" alt=""Question 21 image"">"	<b>Answer:</b> C. remove your gloves, untie the strings, pull the gown forward from the shoulders using the neck strings, grab the inside shoulder seams to pull it off the arms and turn it inside out as it is removed, wash your hands<br><br><b>Feedback:</b><br>When removing a protective gown, remove your gloves, untie the strings, pull the gown forward from the shoulders using the<br>neck strings, grab the inside shoulder seams pull it off the arms and turn it inside out as it is removed, wash your hands.
"Which statement is true about the image?<br><br><b>A:</b> The red arrows are pointing to the anterior wall of the Baker&#x27;s cyst and the associated enhancement.<br><b>B:</b> The red arrows are pointing to the posterior wall of the Baker&#x27;s cyst and the associated shadowing.<br><b>C:</b> The red arrows are pointing to the posterior wall of the Baker&#x27;s cyst and the associated enhancement.<br><b>D:</b> The red arrows are pointing to the anterior wall of the Baker&#x27;s cyst and the associated shadowing.<br><br><img src=""q22_1.jpg"" alt=""Question 22 image""><br><br><img src=""q22_2.jpg"" alt=""Question 22 image"">"	<b>Answer:</b> A. The red arrows are pointing to the anterior wall of the Baker&#x27;s cyst and the associated enhancement.<br><br><b>Feedback:</b><br>The popliteal fossa is evaluated with a posterior transducer approach. The posterior border of the Baker&#x27;s cyst is demonstrated<br>most anterior on the image. The anterior border of the Baker&#x27;s cyst is demonstrated posteriorly on the image with increased<br>posterior enhancement.
"What adjustments can be made to improve the attached image of the Doppler tracing to make it of diagnostic quality?<br><br><b>A:</b> Decrease velocity scale<br><b>B:</b> Increase the sample volume size<br><b>C:</b> Lower the baseline<br><b>D:</b> Increase the sweep speed<br><br><img src=""q23.jpg"" alt=""Question 23 image"">"	<b>Answer:</b> C. Lower the baseline<br><br><b>Feedback:</b><br>Increase scale, Lower freq. probe, Change angle°, Adjust approach to decrease distance to vessel, Switch to CW.
A thrill is a normal clinical finding with _______________________, but an abnormal clinical finding with___________________________.<br><br><b>A:</b> recent iliac stent placement, a hemodialysis graft<br><b>B:</b> a hemodialysis fistula, recent iliac stent placement<br><b>C:</b> lower extremity vein graft, lower extremity prosthetic graft<br><b>D:</b> thoracic outlet syndrome, Raynaud syndrome	<b>Answer:</b> B. a hemodialysis fistula, recent iliac stent placement<br><br><b>Feedback:</b><br>A thrill is a normal clinical finding with hemodialysis AVF, but an abnormal clinical finding after any invasive procedure of the<br>lower extremity.
Which setting should be lowered to the minimum level when beginning to evaluate the patient using the orbital window?<br><br><b>A:</b> Output power<br><b>B:</b> Wall filter<br><b>C:</b> Velocity scale<br><b>D:</b> Doppler gain	<b>Answer:</b> A. Output power<br><br><b>Feedback:</b><br>The intensity of the sound beam passed through the eye should be set to the lowest level possible.
Which of the following correctly describes a surveillance exam?<br><br><b>A:</b> testing used to monitor known disease progression<br><b>B:</b> testing used to determine the presence or absence of disease in an asymptomatic patient<br><b>C:</b> the initial exam following vascular intervention/surgery that is usually done within first month after the procedure<br><b>D:</b> testing that leads to the initial diagnosis	<b>Answer:</b> A. testing used to monitor known disease progression<br><br><b>Feedback:</b><br>Screening examination: testing used to determine the presence or absence of disease in an asymptomatic patient<br>Baseline examination: testing that leads to the initial diagnosis or the initial exam following vascular intervention/surgery that is<br>usually done within first month after the procedure<br>Surveillance examination: testing used to monitor known disease progression; follow up exam timing is based on the time since<br>initial diagnosis or revascularization
If the Doppler cursor angle is underestimated, the velocity of the flow will be ____________________.<br><br><b>A:</b> be unaffected<br><b>B:</b> dependent solely on the strength of the frequency shift<br><b>C:</b> underestimated<br><b>D:</b> overestimated	<b>Answer:</b> C. underestimated<br><br><b>Feedback:</b><br>The Doppler angle of incidence is the angle at which the Doppler beam intersects the blood flow. The cursor angle is aligned<br>with the vessel walls. If this angle is underestimated, the velocity of the flow will be underestimated. If this angle is<br>overestimated, the velocity of flow will be overestimated.
If a renal artery Doppler exam demonstrates stenosis but normal flow is identified on angiography evaluation, the US results are described as:<br><br><b>A:</b> true positive<br><b>B:</b> false positive<br><b>C:</b> false negative<br><b>D:</b> true negative	<b>Answer:</b> B. false positive<br><br><b>Feedback:</b><br>If the current exam is negative but the gold standard is positive = false negative results on current exam<br>If the current exam is positive but the gold standard is negative= false positive results on current exam<br>If the current exam is negative and the gold standard is negative = true negative results on current exam<br>If the current exam is positive and the gold standard is positive = true positive results on current exam
"How can a Sonographer correct for blooming/blossoming on a spectral Doppler display?<br><br><b>A:</b> reduce the wall filter<br><b>B:</b> turn the Doppler gain down<br><b>C:</b> decrease the color Doppler velocity scale<br><b>D:</b> increase the color Doppler velocity scale<br><br><img src=""q29.jpg"" alt=""Question 29 image"">"	<b>Answer:</b> B. turn the Doppler gain down<br><br><b>Feedback:</b><br>Blooming or blossoming describes artifactual echoes displayed around a waveform shape. It is caused by over-gaining and can<br>lead to overestimation of the peak velocity. Properly adjusted gain will demonstrate a waveform of medium brightness and a<br>clear spectral window(if present).
The best obtainable angle of insonation for vascular evaluation that is most commonly used to provide Doppler shift information is_________degrees.<br><br><b>A:</b> 0<br><b>B:</b> 45<br><b>C:</b> 60<br><b>D:</b> 90	<b>Answer:</b> C. 60<br><br><b>Feedback:</b><br>The best angle of insonation to produce the most accurate Doppler shift information is 0 degrees. The best OBTAINABLE angle<br>of insonation of a blood vessel that is most commonly used to provide Doppler shift information is 60 degrees.
"Which of the following correctly describes the color displayed on the image?<br><br><b>A:</b> The heel-to-toe method can be used to change the course of the vessel across the image and this will allow the vessel to accurately display a single color<br><b>B:</b> The color scale should be reduced so that the entire vessel is filled with blue color.<br><b>C:</b> The color scale should be reduced so that the entire vessel is filled with red color.<br><b>D:</b> The red and blue colors indicate that flow is moving in two different directions simultaneously in the vessel<br><br><img src=""q31.jpg"" alt=""Question 31 image"">"	<b>Answer:</b> A. The heel-to-toe method can be used to change the course of the vessel across the image and this will allow the vessel to accurately display a single color<br><br><b>Feedback:</b><br>Color is displayed according to the direction the flow is moving in relation to the ultrasound beam. If the flow is perpendicular to<br>the beam, no color will be displayed. This color map indicates flow toward the transducer is red and away is blue. To improve<br>the color display in the image, the transducer should be angled (heel-to - toe) to demonstrate the vessel at a steeper angle<br>across the screen. This will eliminate the area without color display that is perpendicular to the beam. It will also allow all flow in<br>the vessel to be displayed as moving in the same direction.
The recommended sample size for PW Doppler evaluation of an artery is?<br><br><b>A:</b> 0.5mm<br><b>B:</b> 3-4mm<br><b>C:</b> 0.5cm<br><b>D:</b> 1-1.5mm	<b>Answer:</b> D. 1-1.5mm<br><br><b>Feedback:</b><br>Small sample sizes demonstrate a more specific location of the velocity detected.
What system setting would result in false-positive findings for reflux in the great saphenous vein?<br><br><b>A:</b> high color persistence settings<br><b>B:</b> high velocity scale settings<br><b>C:</b> high wall filter settings<br><b>D:</b> high frame rate	<b>Answer:</b> A. high color persistence settings<br><br><b>Feedback:</b><br>High color persistence settings may result in false-positive color-flow findings for reflux. Increasing color persistence increases<br>the amount of time the color is displayed on the image as blood flows. Increasing the color persistence can give the illusion of<br>significant reflux because the color display is prolonged.<br>High filter and velocity scale settings would result in less color display. A higher frame rate indicates a higher screen refresh<br>rate and no extension of display of the color.
"When wearing a protective gown and gloves:<br><br><b>A:</b> the open end of the gloves should be fitted under the wrist cuffs of the gown<br><b>B:</b> the open end of the gloves should be pulled over the wrist cuffs of the gown<br><b>C:</b> two pairs of gloves should be worn<br><b>D:</b> the open end of the gloves should not be touching the wrist cuffs of the gown<br><br><img src=""q34.jpg"" alt=""Question 34 image"">"	<b>Answer:</b> B. the open end of the gloves should be pulled over the wrist cuffs of the gown<br><br><b>Feedback:</b><br>When wearing a protective gown and gloves the open end of the gloves should be pulled over the wrist cuffs of the gown. The<br>hands and arms are then fully protected.
Which of the following Doppler information is necessary to calculate the resistive index?<br><br><b>A:</b> peak systolic velocity, average flow velocity and end diastolic velocity<br><b>B:</b> peak systolic velocity and peak diastolic velocity<br><b>C:</b> peak systolic velocity and end diastolic velocity<br><b>D:</b> peak systolic velocity before and after a stenosis	<b>Answer:</b> C. peak systolic velocity and end diastolic velocity<br><br><b>Feedback:</b><br>The resistive index = PSV - EDV / PSV
Which of the following will maintain compliance with the ALARA principle?<br><br><b>A:</b> reducing overall gain<br><b>B:</b> reducing the number of images taken in standard protocol<br><b>C:</b> reducing transducer frequency<br><b>D:</b> reducing the amount of protected information given to the patient	<b>Answer:</b> B. reducing the number of images taken in standard protocol<br><br><b>Feedback:</b><br>As Low As Reasonably Achievable refers the exposure to ultrasound. Minimizing the number of standard images taken on each<br>patient will reduce the exam time and exposure. Reducing frequency and gain do not affect the intensity/exposure time.
"What should be done to adjust and improve the color displayed on the attached image?<br><br><b>A:</b> Decrease color baseline<br><b>B:</b> Steer color box<br><b>C:</b> Increase PRF<br><b>D:</b> Increase velocity scale<br><br><img src=""q37.jpg"" alt=""Question 37 image"">"	<b>Answer:</b> B. Steer color box<br><br><b>Feedback:</b><br>The goal for color Doppler processing is to demonstrate blood that is moving in a direction parallel to the US beam. Vessels<br>displayed in longitudinal plane are more perpendicular to the beam. By angling the probe and the color box you cause the flow<br>to be more parallel to the beam. Color Doppler display improves when the flow is more parallel in relationship to the beam.
What is the gold standard method of diagnosing temporal arteritis?<br><br><b>A:</b> duplex ultrasound<br><b>B:</b> biopsy<br><b>C:</b> CTA<br><b>D:</b> MRA	<b>Answer:</b> B. biopsy<br><br><b>Feedback:</b><br>Biopsy of the temporal artery is the gold standard method of diagnosis for temporal arteritis.
What can be done to improve the visualization of the anterior aortic wall?<br><br><b>A:</b> scan from a more lateral approach<br><b>B:</b> center the probe with the ultrasound beam perpendicular to the aortic wall<br><b>C:</b> increase the compression<br><b>D:</b> decrease the threshold setting.	<b>Answer:</b> B. center the probe with the ultrasound beam perpendicular to the aortic wall<br><br><b>Feedback:</b><br>Perpendicular incidence of the beam to the reflector will increase specular reflection. Increasing the amount of specular<br>reflection will improve the visibility of the anterior aortic wall. 2D imaging relies on perpendicular incidence of the beam to the<br>structure while Doppler imaging relies on parallel incidence of the beam to the blood flow.
"According to the Appropriate Use Criteria, which of the following is NOT a valid exam indication for a duplex exam on a hemodialysis fistula?<br><br><b>A:</b> Inability to cannulate at dialysis<br><b>B:</b> palpable thrill at the fistula site<br><b>C:</b> 1 month follow up baseline exam post-intervention<br><b>D:</b> ipsilateral arm swelling<br><br><img src=""q40.jpg"" alt=""Question 40 image"">"	<b>Answer:</b> B. palpable thrill at the fistula site<br><br><b>Feedback:</b><br>Hemodialysis fistulas and grafts will normally demonstrate a thrill over the connection site in the arm. Absence of the thrill can<br>indicate an occlusion of the fistula/graft.
